Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color
"Nissan Qashqai, ","Nissan Qashqai, ",1.6 dCi Visia 4x4,15.999 €,Diésel,02.2017,108.687 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Nissan Pulsar, ","Nissan Pulsar, ",1.5 Turbodiesel Acenta,11.099 €,Diésel,03.2017,108.935 km,110 CV / 81 kW,5,Cambio tipo manual,Gris
"Citroen C4, ","Citroen C4, ",1.6 HDi Exclusive,8.599 €,Diésel,09.2011,108.939 km,110 CV / 82 kW,5,Semi-automático,Azul
"Peugeot 508, ","Peugeot 508, ",1.6 Turbo Allure,8.499 €,Gasolina,03.2011,109.111 km,155 CV / 115 kW,4,Cambio tipo manual,Negro
"Seat Altea, ","Seat Altea, ",1.6 TDI Reference Copa Ecomotive,8.999 €,Diésel,09.2013,109.729 km,105 CV / 77 kW,5,Cambio tipo manual,Negro
"Honda Jazz, ","Honda Jazz, ",1.3 Hybrid Elegance,9.599 €,Híbrido,12.2011,109.843 km,88 CV / 65 kW,5,Cambio tipo automático,Azul
"Ford Grand Tourneo Connect, ","Ford Grand Tourneo Connect, ",1.5 TDCi Titanium,17.699 €,Diésel,10.2017,110.633 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Volkswagen Passat, ","Volkswagen Passat, ",1.6 TDI Edition BlueMotion,11.899 €,Diésel,05.2014,111.310 km,105 CV / 77 kW,5,Cambio tipo manual,Blanco
"BMW X3, ","BMW X3, ",sDrive 18d,18.499 €,Diésel,10.2014,112.350 km,150 CV / 110 kW,5,Cambio tipo manual,Azul
"Opel Insignia, ","Opel Insignia, ",2.0 CDTI Cosmo,7.999 €,Diésel,11.2011,113.235 km,130 CV / 96 kW,5,Cambio tipo manual,Negro
"Volkswagen Polo, ","Volkswagen Polo, ",1.6 TDI Sport by R-Line,10.799 €,Diésel,10.2013,113.985 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Dacia Duster, ","Dacia Duster, ",1.2 TCe Laureate 4x2,9.399 €,Gasolina,04.2016,114.899 km,125 CV / 92 kW,5,Cambio tipo manual,Blanco
"Volkswagen Tiguan, ","Volkswagen Tiguan, ",2.0 TDI Sport 4Motion BlueMotion,27.599 €,Diésel,07.2017,115.074 km,190 CV / 140 kW,5,Doble embrague,Gris
"Nissan Qashqai, ","Nissan Qashqai, ",1.6 dCi Visia 4x4,12.899 €,Diésel,03.2014,115.228 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",1.5 dCi Laureate,7.999 €,Diésel,06.2015,115.779 km,90 CV / 66 kW,5,Cambio tipo manual,Negro
"Renault Megane, ","Renault Megane, ",1.2 Limited,8.699 €,Gasolina,10.2014,116.198 km,115 CV / 85 kW,5,Cambio tipo manual,Blanco
"Peugeot 308, ","Peugeot 308, ",1.6 Active,7.099 €,Gasolina,11.2012,116.491 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Audi Q5, ","Audi Q5, ",2.0 TDI Advance quattro,20.999 €,Diésel,08.2014,117.575 km,177 CV / 130 kW,5,Doble embrague,Gris
"Peugeot 308, ","Peugeot 308, ",1.2 e-THP Style,10.699 €,Gasolina,01.2016,118.212 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Fiat Freemont, ","Fiat Freemont, ",2.0 Multijet Urban,10.699 €,Diésel,07.2011,118.792 km,140 CV / 103 kW,5,Cambio tipo manual,Negro
"Kia Sportage, ","Kia Sportage, ",1.7 CRDi Drive 2WD,17.199 €,Diésel,01.2017,119.884 km,115 CV / 85 kW,5,Cambio tipo manual,Blanco
"Volkswagen Tiguan, ","Volkswagen Tiguan, ",2.0 TDI T1 BlueMotion,16.699 €,Diésel,07.2015,120.453 km,150 CV / 110 kW,5,Cambio tipo manual,Blanco
"MINI MINI, ","MINI MINI, ",Cooper S,11.599 €,Gasolina,11.2011,121.006 km,185 CV / 135 kW,3,Cambio tipo automático,Gris
"Seat Ibiza, ","Seat Ibiza, ",1.6 TDI Style,7.099 €,Diésel,03.2012,121.814 km,105 CV / 77 kW,5,Cambio tipo manual,Gris
"BMW Serie 1, ","BMW Serie 1, ",116d M Sport,14.999 €,Diésel,07.2015,122.971 km,115 CV / 85 kW,5,Cambio tipo manual,Blanco
"Citroen C4 Picasso, ","Citroen C4 Picasso, ",1.6 Blue-HDi Live,11.799 €,Diésel,04.2017,124.010 km,120 CV / 88 kW,5,Cambio tipo manual,Negro
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",1.2 VTi Feel,9.299 €,Gasolina,03.2015,124.033 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Audi A1, ","Audi A1, ",1.2 TFSI Attraction,10.499 €,Gasolina,05.2013,124.166 km,85 CV / 63 kW,3,Cambio tipo manual,Blanco
"Peugeot 2008, ","Peugeot 2008, ",1.6 Blue-HDi Allure,12.199 €,Diésel,12.2016,124.942 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Suzuki SX4, ","Suzuki SX4, ",2.0 DDiS GLX,7.099 €,Diésel,03.2013,124.969 km,135 CV / 99 kW,5,Cambio tipo manual,Gris
"MG ZS, ","MG ZS, ",1.5 VTi Luxury,18.499 €,Gasolina,11.2022,2487 km,106 CV / 78 kW,5,Cambio tipo manual,Negro
"Fiat 500, ","Fiat 500, ",1.2 Lounge,15.099 €,Gasolina,10.2020,3198 km,70 CV / 51 kW,3,Cambio tipo automático,Blanco
"Peugeot 2008, ","Peugeot 2008, ",GT PureTech SS EAT8,24.699 €,Gasolina,02.2021,3558 km,131 CV / 96 kW,5,Cambio tipo automático,Naranja
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 T-GDI Hybrid Maxx Auto,34.099 €,Híbrido,05.2022,4194 km,180 CV / 132 kW,5,Cambio tipo automático,Gris
"Land Rover Evoque, ","Land Rover Evoque, ",D150 S Mild-Hybrid,36.399 €,Diésel,04.2019,4366 km,150 CV / 110 kW,5,Cambio tipo automático,Gris
"Hyundai i20, ","Hyundai i20, ",1.0 TGDI SLX,15.299 €,Gasolina,07.2022,6025 km,101 CV / 74 kW,5,Cambio tipo manual,Verde
"Volkswagen Polo, ","Volkswagen Polo, ",1.0 TSI United,15.499 €,Gasolina,03.2021,6108 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
"Skoda Kamiq, ","Skoda Kamiq, ",1.0 TSI Emotion ,17.499 €,Gasolina,05.2022,6887 km,95 CV / 70 kW,5,Cambio tipo manual,Azul
"Dacia Sandero II, ","Dacia Sandero II, ",1.0 TCe Comfort,10.799 €,Gasolina,08.2020,7811 km,101 CV / 74 kW,5,Cambio tipo manual,Azul
"Skoda Fabia, ","Skoda Fabia, ",1.2 TSI Ambition,11.799 €,Gasolina,10.2016,8082 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Peugeot 2008, ","Peugeot 2008, ",1.2 PureTech Style,14.299 €,Gasolina,08.2018,8633 km,82 CV / 60 kW,5,Cambio tipo manual,Gris
"Peugeot 3008, ","Peugeot 3008, ",1.5 Blue-HDi GT Line,26.399 €,Diésel,06.2021,8670 km,130 CV / 96 kW,5,Cambio tipo manual,Rojo
"Dacia Sandero III, ","Dacia Sandero III, ",1.0 TCe Stepway Essential,14.599 €,Gasolina,12.2021,8802 km,91 CV / 67 kW,5,Cambio tipo manual,Rojo
"Nissan Micra, ","Nissan Micra, ",1.0 IG-T N-Tec,13.899 €,Gasolina,02.2020,9293 km,101 CV / 74 kW,5,Cambio tipo manual,Blanco
"Dacia Duster, ","Dacia Duster, ",1.2 TCe Black Shadow 4x2,13.699 €,Gasolina,04.2017,10.575 km,125 CV / 92 kW,5,Cambio tipo manual,Blanco
"Fiat 500, ","Fiat 500, ",1.0 Lounge,11.999 €,Híbrido,08.2020,10.915 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Toyota C-HR, ","Toyota C-HR, ",1.8 Hybrid Active,25.299 €,Híbrido,04.2021,11.475 km,122 CV / 90 kW,5,Cambio tipo automático,Negro
"Toyota C-HR, ","Toyota C-HR, ",2.0 Hybrid GR Sport,28.099 €,Híbrido,01.2022,12.774 km,184 CV / 135 kW,5,Cambio tipo automático,Blanco
"Seat Arona, ","Seat Arona, ",1.0 TSI Ecomotive Style,14.299 €,Gasolina,04.2018,13.121 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
"Peugeot 108, ","Peugeot 108, ",1.0 VTi Allure,9.799 €,Gasolina,01.2020,14.237 km,72 CV / 53 kW,5,Cambio tipo manual,Rojo
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe SL Nomada 2018,11.499 €,Gasolina,06.2018,14.384 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Peugeot 2008, ","Peugeot 2008, ",1.2 PureTech Style,14.299 €,Gasolina,04.2017,14.441 km,110 CV / 81 kW,5,Cambio tipo manual,Gris
"Kia Picanto, ","Kia Picanto, ",1.0 CVVT Concept,8.899 €,Gasolina,10.2018,14.677 km,67 CV / 49 kW,5,Cambio tipo manual,Gris
"Hyundai i20, ","Hyundai i20, ",1.0 TGDI Tecno LE,14.799 €,Gasolina,05.2019,15.027 km,101 CV / 74 kW,5,Cambio tipo automático,Blanco
"Volkswagen up!, ","Volkswagen up!, ",1.0 High up!,7.699 €,Gasolina,06.2014,15.117 km,75 CV / 55 kW,5,Cambio tipo manual,Rojo
"Fiat Punto, ","Fiat Punto, ",1.2 Nueva Coleccion,8.499 €,Gasolina,02.2018,15.253 km,70 CV / 51 kW,5,Cambio tipo manual,Blanco
"Kia Sportage, ","Kia Sportage, ",1.6 GDI Concept 2WD,18.199 €,Gasolina,06.2020,15.675 km,132 CV / 97 kW,5,Cambio tipo manual,Gris
"Fiat 500L, ","Fiat 500L, ",1.3 M-Jet Pop Star,13.999 €,Diésel,09.2017,16.107 km,95 CV / 70 kW,5,Cambio tipo automático,Rojo
"Peugeot 2008, ","Peugeot 2008, ",1.6 Blue-HDi Allure,12.199 €,Diésel,12.2016,124.942 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Suzuki SX4, ","Suzuki SX4, ",2.0 DDiS GLX,7.099 €,Diésel,03.2013,124.969 km,135 CV / 99 kW,5,Cambio tipo manual,Gris
"MG ZS, ","MG ZS, ",1.5 VTi Luxury,18.499 €,Gasolina,11.2022,2487 km,106 CV / 78 kW,5,Cambio tipo manual,Negro
"Fiat 500, ","Fiat 500, ",1.2 Lounge,15.099 €,Gasolina,10.2020,3198 km,70 CV / 51 kW,3,Cambio tipo automático,Blanco
"Peugeot 2008, ","Peugeot 2008, ",GT PureTech SS EAT8,24.699 €,Gasolina,02.2021,3558 km,131 CV / 96 kW,5,Cambio tipo automático,Naranja
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 T-GDI Hybrid Maxx Auto,34.099 €,Híbrido,05.2022,4194 km,180 CV / 132 kW,5,Cambio tipo automático,Gris
"Land Rover Evoque, ","Land Rover Evoque, ",D150 S Mild-Hybrid,36.399 €,Diésel,04.2019,4366 km,150 CV / 110 kW,5,Cambio tipo automático,Gris
"Hyundai i20, ","Hyundai i20, ",1.0 TGDI SLX,15.299 €,Gasolina,07.2022,6025 km,101 CV / 74 kW,5,Cambio tipo manual,Verde
"Volkswagen Polo, ","Volkswagen Polo, ",1.0 TSI United,15.499 €,Gasolina,03.2021,6108 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
"Skoda Kamiq, ","Skoda Kamiq, ",1.0 TSI Emotion ,17.499 €,Gasolina,05.2022,6887 km,95 CV / 70 kW,5,Cambio tipo manual,Azul
"Dacia Sandero II, ","Dacia Sandero II, ",1.0 TCe Comfort,10.799 €,Gasolina,08.2020,7811 km,101 CV / 74 kW,5,Cambio tipo manual,Azul
"Skoda Fabia, ","Skoda Fabia, ",1.2 TSI Ambition,11.799 €,Gasolina,10.2016,8082 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Peugeot 2008, ","Peugeot 2008, ",1.2 PureTech Style,14.299 €,Gasolina,08.2018,8633 km,82 CV / 60 kW,5,Cambio tipo manual,Gris
"Peugeot 3008, ","Peugeot 3008, ",1.5 Blue-HDi GT Line,26.399 €,Diésel,06.2021,8670 km,130 CV / 96 kW,5,Cambio tipo manual,Rojo
"Dacia Sandero III, ","Dacia Sandero III, ",1.0 TCe Stepway Essential,14.599 €,Gasolina,12.2021,8802 km,91 CV / 67 kW,5,Cambio tipo manual,Rojo
"Nissan Micra, ","Nissan Micra, ",1.0 IG-T N-Tec,13.899 €,Gasolina,02.2020,9293 km,101 CV / 74 kW,5,Cambio tipo manual,Blanco
"Dacia Duster, ","Dacia Duster, ",1.2 TCe Black Shadow 4x2,13.699 €,Gasolina,04.2017,10.575 km,125 CV / 92 kW,5,Cambio tipo manual,Blanco
"Fiat 500, ","Fiat 500, ",1.0 Lounge,11.999 €,Híbrido,08.2020,10.915 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Toyota C-HR, ","Toyota C-HR, ",1.8 Hybrid Active,25.299 €,Híbrido,04.2021,11.475 km,122 CV / 90 kW,5,Cambio tipo automático,Negro
"Toyota C-HR, ","Toyota C-HR, ",2.0 Hybrid GR Sport,28.099 €,Híbrido,01.2022,12.774 km,184 CV / 135 kW,5,Cambio tipo automático,Blanco
"Seat Arona, ","Seat Arona, ",1.0 TSI Ecomotive Style,14.299 €,Gasolina,04.2018,13.121 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
"Peugeot 108, ","Peugeot 108, ",1.0 VTi Allure,9.799 €,Gasolina,01.2020,14.237 km,72 CV / 53 kW,5,Cambio tipo manual,Rojo
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe SL Nomada 2018,11.499 €,Gasolina,06.2018,14.384 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Peugeot 2008, ","Peugeot 2008, ",1.2 PureTech Style,14.299 €,Gasolina,04.2017,14.441 km,110 CV / 81 kW,5,Cambio tipo manual,Gris
"Kia Picanto, ","Kia Picanto, ",1.0 CVVT Concept,8.899 €,Gasolina,10.2018,14.677 km,67 CV / 49 kW,5,Cambio tipo manual,Gris
"Hyundai i20, ","Hyundai i20, ",1.0 TGDI Tecno LE,14.799 €,Gasolina,05.2019,15.027 km,101 CV / 74 kW,5,Cambio tipo automático,Blanco
"Volkswagen up!, ","Volkswagen up!, ",1.0 High up!,7.699 €,Gasolina,06.2014,15.117 km,75 CV / 55 kW,5,Cambio tipo manual,Rojo
"Fiat Punto, ","Fiat Punto, ",1.2 Nueva Coleccion,8.499 €,Gasolina,02.2018,15.253 km,70 CV / 51 kW,5,Cambio tipo manual,Blanco
"Kia Sportage, ","Kia Sportage, ",1.6 GDI Concept 2WD,18.199 €,Gasolina,06.2020,15.675 km,132 CV / 97 kW,5,Cambio tipo manual,Gris
"Fiat 500L, ","Fiat 500L, ",1.3 M-Jet Pop Star,13.999 €,Diésel,09.2017,16.107 km,95 CV / 70 kW,5,Cambio tipo automático,Rojo
"Nissan Micra, ","Nissan Micra, ",1.2 Acenta,7.999 €,Gasolina,10.2014,16.511 km,80 CV / 59 kW,5,Cambio tipo manual,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe SL Xplore,11.199 €,Gasolina,05.2019,16.908 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Suzuki Jimny, ","Suzuki Jimny, ",1.5 JX,26.499 €,Gasolina,02.2020,17.527 km,102 CV / 75 kW,3,Cambio tipo manual,Verde
"Opel Mokka, ","Opel Mokka, ",1.2 Turbo GS Line,23.799 €,Gasolina,03.2021,17.574 km,131 CV / 96 kW,5,Cambio tipo automático,Blanco
"Opel Adam, ","Opel Adam, ",1.4 Glam Unlimited,10.799 €,Gasolina,05.2019,18.280 km,87 CV / 64 kW,3,Cambio tipo manual,Negro
"Kia Picanto, ","Kia Picanto, ",1.0 Concept,8.599 €,Gasolina,12.2016,18.387 km,65 CV / 48 kW,5,Cambio tipo manual,Blanco
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Wave,10.299 €,Gasolina,06.2019,18.427 km,72 CV / 53 kW,5,Cambio tipo manual,Negro
"Hyundai i20, ","Hyundai i20, ",1.2 Fresh,10.799 €,Gasolina,08.2017,18.640 km,85 CV / 62 kW,5,Cambio tipo manual,Blanco
"Hyundai i30, ","Hyundai i30, ",1.5 Hybrid N Line,20.499 €,Híbrido,10.2021,18.750 km,159 CV / 117 kW,5,Cambio tipo manual,Rojo
"Volkswagen Polo, ","Volkswagen Polo, ",1.6 TDI Advance,10.999 €,Diésel,04.2014,18.790 km,90 CV / 66 kW,3,Cambio tipo manual,Gris
"Dacia Sandero, ","Dacia Sandero, ",0.9 TCe  Stepway Essential,11.299 €,Gasolina,08.2018,19.456 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Smart ForTwo, ","Smart ForTwo, ",0.9 Turbo Coupe Passion ,12.199 €,Gasolina,02.2018,19.508 km,90 CV / 66 kW,3,Cambio tipo automático,Blanco
"Peugeot 2008, ","Peugeot 2008, ",1.2 PureTech GT EAT8,25.599 €,Gasolina,11.2021,19.587 km,131 CV / 96 kW,5,Cambio tipo automático,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe Stepway Comfort,11.699 €,Gasolina,02.2019,19.812 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Nissan Qashqai, ","Nissan Qashqai, ",1.3 DIG-T N-Connecta,18.899 €,Gasolina,06.2019,20.647 km,140 CV / 103 kW,5,Cambio tipo manual,Gris
"Hyundai i30, ","Hyundai i30, ",1.0 TGDI Essence,17.399 €,Gasolina,02.2021,21.012 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid Active,13.999 €,Híbrido,03.2018,21.111 km,75 CV / 55 kW,5,Cambio tipo automático,Rojo
"Citroen C4 Grand Spacetourer, ","Citroen C4 Grand Spacetourer, ",1.2 PureTech Feel,19.499 €,Gasolina,01.2019,21.381 km,130 CV / 96 kW,5,Cambio tipo manual,Negro
"Dacia Lodgy, ","Dacia Lodgy, ",1.6 SCe SL Nomada,15.199 €,Gasolina,12.2018,21.489 km,102 CV / 75 kW,5,Cambio tipo manual,Blanco
"Ford Tourneo, ","Ford Tourneo, ",1.0 EcoBoost Ambiente,14.299 €,Gasolina,04.2019,21.679 km,100 CV / 74 kW,5,Cambio tipo manual,Rojo
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Advance BlueMotion,13.099 €,Gasolina,04.2017,21.825 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost Trend Edition,15.999 €,Gasolina,01.2019,22.001 km,125 CV / 92 kW,5,Cambio tipo manual,Blanco
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Play,9.799 €,Gasolina,05.2018,22.378 km,70 CV / 51 kW,5,Cambio tipo manual,Plata
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Play,10.899 €,Gasolina,05.2021,23.215 km,72 CV / 53 kW,5,Cambio tipo manual,Gris
"Mitsubishi ASX, ","Mitsubishi ASX, ",2.0 MPI Spirit,18.899 €,Gasolina,12.2019,23.284 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"Jeep Compass, ","Jeep Compass, ",1.3 Gse Sport FWD,21.099 €,Gasolina,05.2021,24.181 km,131 CV / 96 kW,5,Cambio tipo manual,Blanco
"Citroen Berlingo, ","Citroen Berlingo, ",1.2 PureTech Feel M,20.299 €,Gasolina,07.2019,24.301 km,110 CV / 81 kW,5,Cambio tipo manual,Azul
"Fiat 500, ","Fiat 500, ",1.2 Lounge,12.299 €,Gasolina,07.2019,24.324 km,70 CV / 51 kW,3,Cambio tipo automático,Azul
"Toyota AYGO, ","Toyota AYGO, ",1.0 Live,6.999 €,Gasolina,05.2014,24.369 km,68 CV / 50 kW,5,Cambio tipo manual,Rojo
"Skoda Octavia, ","Skoda Octavia, ",1.4 TSI Ambition,16.699 €,Gasolina,06.2018,24.417 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"Fiat 500, ","Fiat 500, ",1.2 Pop,8.799 €,Gasolina,10.2017,24.670 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Ford Fiesta, ","Ford Fiesta, ",1.0 EcoBoost ST-Line,14.199 €,Gasolina,01.2020,24.935 km,95 CV / 70 kW,5,Cambio tipo manual,Azul
"Citroen Berlingo, ","Citroen Berlingo, ",Talla M BlueHDi Shine ,20.799 €,Diésel,09.2020,25.244 km,102 CV / 75 kW,5,Cambio tipo manual,Gris
"DS Automobiles DS7 Crossback, ","DS Automobiles DS7 Crossback, ",1.2 PureTech Performance,27.899 €,Gasolina,10.2020,26.743 km,131 CV / 96 kW,5,Cambio tipo automático,Gris
"Citroen C 3, ","Citroen C 3, ",1.6 Blue-HDi Shine,12.199 €,Diésel,09.2018,26.952 km,100 CV / 73 kW,5,Cambio tipo manual,Rojo
"Citroen Berlingo, ","Citroen Berlingo, ",1.2 PureTech Feel Talla M,21.099 €,Gasolina,02.2019,27.601 km,110 CV / 81 kW,5,Cambio tipo manual,Negro
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Shine M,21.699 €,Diésel,08.2019,27.646 km,131 CV / 96 kW,5,Cambio tipo manual,Gris
"Audi A1, ","Audi A1, ",30 TFSI S Line,18.599 €,Gasolina,11.2018,27.975 km,116 CV / 85 kW,5,Cambio tipo manual,Gris
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 CRDi NLine 4X2,23.099 €,Diésel,03.2021,28.063 km,116 CV / 85 kW,5,Cambio tipo manual,Rojo
"Hyundai Kona, ","Hyundai Kona, ",1.0 TGDI Klass 2WD,15.999 €,Gasolina,03.2019,28.136 km,120 CV / 88 kW,5,Cambio tipo manual,Naranja
"MINI Cabrio, ","MINI Cabrio, ",Cooper S,24.499 €,Gasolina,04.2018,28.214 km,192 CV / 141 kW,2,Cambio tipo automático,Negro
"Citroen C3 Aircross, ","Citroen C3 Aircross, ",1.2 PureTech Feel,12.799 €,Gasolina,09.2018,28.314 km,82 CV / 60 kW,5,Cambio tipo manual,Rojo
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Cite,9.699 €,Gasolina,04.2018,28.423 km,70 CV / 51 kW,5,Cambio tipo manual,Gris
"Opel Insignia, ","Opel Insignia, ",1.4 Turbo Selective,12.599 €,Gasolina,02.2017,28.485 km,140 CV / 103 kW,5,Cambio tipo manual,Azul
"Kia Rio, ","Kia Rio, ",1.2 X-Tech,10.399 €,Gasolina,07.2016,28.972 km,85 CV / 62 kW,5,Cambio tipo manual,Blanco
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Advance BlueMotion,13.099 €,Gasolina,04.2017,21.825 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost Trend Edition,15.999 €,Gasolina,01.2019,22.001 km,125 CV / 92 kW,5,Cambio tipo manual,Blanco
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Play,9.799 €,Gasolina,05.2018,22.378 km,70 CV / 51 kW,5,Cambio tipo manual,Plata
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Play,10.899 €,Gasolina,05.2021,23.215 km,72 CV / 53 kW,5,Cambio tipo manual,Gris
"Mitsubishi ASX, ","Mitsubishi ASX, ",2.0 MPI Spirit,18.899 €,Gasolina,12.2019,23.284 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"Jeep Compass, ","Jeep Compass, ",1.3 Gse Sport FWD,21.099 €,Gasolina,05.2021,24.181 km,131 CV / 96 kW,5,Cambio tipo manual,Blanco
"Citroen Berlingo, ","Citroen Berlingo, ",1.2 PureTech Feel M,20.299 €,Gasolina,07.2019,24.301 km,110 CV / 81 kW,5,Cambio tipo manual,Azul
"Fiat 500, ","Fiat 500, ",1.2 Lounge,12.299 €,Gasolina,07.2019,24.324 km,70 CV / 51 kW,3,Cambio tipo automático,Azul
"Toyota AYGO, ","Toyota AYGO, ",1.0 Live,6.999 €,Gasolina,05.2014,24.369 km,68 CV / 50 kW,5,Cambio tipo manual,Rojo
"Skoda Octavia, ","Skoda Octavia, ",1.4 TSI Ambition,16.699 €,Gasolina,06.2018,24.417 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"Fiat 500, ","Fiat 500, ",1.2 Pop,8.799 €,Gasolina,10.2017,24.670 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Ford Fiesta, ","Ford Fiesta, ",1.0 EcoBoost ST-Line,14.199 €,Gasolina,01.2020,24.935 km,95 CV / 70 kW,5,Cambio tipo manual,Azul
"Citroen Berlingo, ","Citroen Berlingo, ",Talla M BlueHDi Shine ,20.799 €,Diésel,09.2020,25.244 km,102 CV / 75 kW,5,Cambio tipo manual,Gris
"DS Automobiles DS7 Crossback, ","DS Automobiles DS7 Crossback, ",1.2 PureTech Performance,27.899 €,Gasolina,10.2020,26.743 km,131 CV / 96 kW,5,Cambio tipo automático,Gris
"Citroen C 3, ","Citroen C 3, ",1.6 Blue-HDi Shine,12.199 €,Diésel,09.2018,26.952 km,100 CV / 73 kW,5,Cambio tipo manual,Rojo
"Citroen Berlingo, ","Citroen Berlingo, ",1.2 PureTech Feel Talla M,21.099 €,Gasolina,02.2019,27.601 km,110 CV / 81 kW,5,Cambio tipo manual,Negro
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Shine M,21.699 €,Diésel,08.2019,27.646 km,131 CV / 96 kW,5,Cambio tipo manual,Gris
"Audi A1, ","Audi A1, ",30 TFSI S Line,18.599 €,Gasolina,11.2018,27.975 km,116 CV / 85 kW,5,Cambio tipo manual,Gris
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 CRDi NLine 4X2,23.099 €,Diésel,03.2021,28.063 km,116 CV / 85 kW,5,Cambio tipo manual,Rojo
"Hyundai Kona, ","Hyundai Kona, ",1.0 TGDI Klass 2WD,15.999 €,Gasolina,03.2019,28.136 km,120 CV / 88 kW,5,Cambio tipo manual,Naranja
"MINI Cabrio, ","MINI Cabrio, ",Cooper S,24.499 €,Gasolina,04.2018,28.214 km,192 CV / 141 kW,2,Cambio tipo automático,Negro
"Citroen C3 Aircross, ","Citroen C3 Aircross, ",1.2 PureTech Feel,12.799 €,Gasolina,09.2018,28.314 km,82 CV / 60 kW,5,Cambio tipo manual,Rojo
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Cite,9.699 €,Gasolina,04.2018,28.423 km,70 CV / 51 kW,5,Cambio tipo manual,Gris
"Opel Insignia, ","Opel Insignia, ",1.4 Turbo Selective,12.599 €,Gasolina,02.2017,28.485 km,140 CV / 103 kW,5,Cambio tipo manual,Azul
"Kia Rio, ","Kia Rio, ",1.2 X-Tech,10.399 €,Gasolina,07.2016,28.972 km,85 CV / 62 kW,5,Cambio tipo manual,Blanco
"Audi A1, ","Audi A1, ",1.6 TDI Ambition,12.199 €,Diésel,04.2014,29.178 km,105 CV / 77 kW,3,Cambio tipo manual,Negro
"Seat Alhambra, ","Seat Alhambra, ",1.4 TSI Xcellence,32.799 €,Gasolina,03.2021,29.357 km,150 CV / 110 kW,5,Cambio tipo automático,Negro
"Hyundai i20, ","Hyundai i20, ",1.2 Essence,11.299 €,Gasolina,12.2019,29.713 km,75 CV / 55 kW,5,Cambio tipo manual,Azul
"Hyundai Kona, ","Hyundai Kona, ",1.0 TGDI Essence 4x2,15.999 €,Gasolina,07.2019,29.979 km,120 CV / 88 kW,5,Cambio tipo manual,Gris
