Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color
"Volkswagen T-Roc, ","Volkswagen T-Roc, ",1.0 TSI Advance Style,,Gasolina,07.2018,81.811 km,115 CV / 85 kW,5,Cambio tipo manual,Rojo
"Jeep Compass, ","Jeep Compass, ",1.4 M-Air Longitude 4x2,18.399 €,Gasolina,06.2018,82.110 km,140 CV / 103 kW,5,Cambio tipo manual,Azul
"Kia Niro, ","Kia Niro, ",1.6 Drive,,Híbrido,04.2017,82.134 km,104 CV / 77 kW,5,Cambio tipo automático,Azul
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Sport,9.999 €,Gasolina,11.2012,82.164 km,90 CV / 66 kW,3,Cambio tipo automático,Rojo
"Toyota AYGO, ","Toyota AYGO, ",1.0 City,6.899 €,Gasolina,06.2013,82.167 km,68 CV / 50 kW,5,Cambio tipo manual,Blanco
"Mercedes-Benz Clase C, ","Mercedes-Benz Clase C, ",C 220 Diesel AMG Line,28.399 €,Diésel,04.2019,82.259 km,194 CV / 143 kW,4,Cambio tipo automático,Gris
"Nissan Juke, ","Nissan Juke, ",1.5 Acenta,10.299 €,Diésel,07.2013,82.505 km,110 CV / 81 kW,5,Cambio tipo manual,Gris
"Mercedes-Benz Clase A, ","Mercedes-Benz Clase A, ",A 180 d,,Diésel,10.2018,82.540 km,115 CV / 85 kW,5,Cambio tipo automático,Blanco
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Play,8.599 €,Gasolina,03.2016,82.566 km,70 CV / 51 kW,5,Cambio tipo manual,Rojo
"Fiat 500, ","Fiat 500, ",1.2 Lounge,9.599 €,Gasolina,02.2018,82.576 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Opel Insignia Grand Sport, ","Opel Insignia Grand Sport, ",2.0 CDTI Excellence,15.199 €,Diésel,07.2017,82.816 km,170 CV / 125 kW,5,Cambio tipo manual,Gris
"BMW Serie 2, ","BMW Serie 2, ",218d M Sport,23.699 €,Diésel,06.2018,82.821 km,150 CV / 110 kW,2,Cambio tipo automático,Negro
"Seat Ibiza, ","Seat Ibiza, ",1.2 Reference,8.599 €,Gasolina,07.2015,82.997 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Peugeot 3008, ","Peugeot 3008, ",2.0 Blue-HDi GT,,Diésel,03.2018,83.090 km,180 CV / 132 kW,5,Cambio tipo automático,Gris
"Fiat Tipo, ","Fiat Tipo, ",1.4 Easy,9.799 €,Gasolina,06.2017,83.327 km,95 CV / 70 kW,4,Cambio tipo manual,Marrón
"Peugeot 308, ","Peugeot 308, ",1.6 Blue-HDi Style,11.099 €,Diésel,06.2016,83.390 km,100 CV / 73 kW,5,Cambio tipo manual,Negro
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Shine M,,Diésel,01.2020,83.465 km,102 CV / 75 kW,5,Cambio tipo manual,Blanco
"Ford Fiesta, ","Ford Fiesta, ",1.25 Trend,7.999 €,Gasolina,11.2013,83.497 km,82 CV / 60 kW,5,Cambio tipo manual,Rojo
"Ford Kuga, ","Ford Kuga, ",1.5 EcoBoost Titanium,,Gasolina,12.2015,83.569 km,182 CV / 134 kW,5,Cambio tipo automático,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 Stepway,8.099 €,Gasolina,06.2014,83.659 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Toyota RAV 4, ","Toyota RAV 4, ",120D Active,,Diésel,11.2013,83.719 km,125 CV / 91 kW,5,Cambio tipo manual,Gris
"Dacia Logan MCV II, ","Dacia Logan MCV II, ",0.9 TCe Laureate,8.799 €,Gasolina,10.2015,83.721 km,90 CV / 66 kW,5,Cambio tipo manual,Marrón
"Toyota Auris Touring Sports, ","Toyota Auris Touring Sports, ",1.8 Hybrid Feel! Edition,17.499 €,Híbrido,02.2019,83.757 km,99 CV / 73 kW,5,Cambio tipo automático,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe Stepway,,Gasolina,02.2015,83.766 km,90 CV / 66 kW,5,Cambio tipo manual,Rojo
"Volkswagen Polo, ","Volkswagen Polo, ",1.0 A-Polo,,Gasolina,05.2016,83.826 km,75 CV / 55 kW,5,Cambio tipo manual,Negro
"Nissan Qashqai, ","Nissan Qashqai, ",1.5 dCi Acenta,,Diésel,07.2019,83.947 km,116 CV / 85 kW,5,Cambio tipo manual,Azul
"Opel Combo, ","Opel Combo, ",1.3 CDTI L1H1,10.399 €,Diésel,10.2015,84.219 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Skoda Fabia, ","Skoda Fabia, ",1.2 Spirit,6.099 €,Gasolina,08.2011,84.241 km,60 CV / 44 kW,5,Cambio tipo manual,Blanco
"Renault Megane, ","Renault Megane, ",1.2 TCe Sport Tourer Zen Energy,14.499 €,Gasolina,08.2018,84.394 km,130 CV / 97 kW,5,Cambio tipo manual,Azul
"Mercedes-Benz Clase E, ","Mercedes-Benz Clase E, ",E 220 d AMG,24.499 €,Diésel,03.2016,84.406 km,170 CV / 125 kW,4,Cambio tipo automático,Azul
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Tonic,7.899 €,Gasolina,04.2015,84.756 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Jeep Renegade, ","Jeep Renegade, ",1.6 Sport FWD,15.099 €,Gasolina,08.2017,84.816 km,110 CV / 81 kW,5,Cambio tipo manual,Negro
"Renault Grand Scenic, ","Renault Grand Scenic, ",1.2 TCe Intens,15.499 €,Gasolina,04.2017,84.933 km,132 CV / 97 kW,5,Cambio tipo manual,Azul
"Hyundai i20, ","Hyundai i20, ",1.0 TGDI Tecno,12.699 €,Gasolina,01.2019,84.990 km,100 CV / 74 kW,5,Cambio tipo automático,Negro
"Seat León, ","Seat León, ",1.5 TSI FR Edition,18.899 €,Gasolina,05.2019,85.152 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"Ford Tourneo Courier, ","Ford Tourneo Courier, ",1.0 EcoBoost Titanium,,Gasolina,09.2016,85.212 km,100 CV / 74 kW,5,Cambio tipo manual,Gris
"Ford Tourneo Courier, ","Ford Tourneo Courier, ",1.0 Ecoboost Titanium,12.799 €,Gasolina,01.2018,85.412 km,100 CV / 74 kW,5,Cambio tipo manual,Blanco
"Seat León, ","Seat León, ",1.2 TSI Style,,Gasolina,01.2018,85.412 km,110 CV / 81 kW,5,Cambio tipo manual,Azul
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Advance BlueMotion,10.799 €,Gasolina,06.2014,85.457 km,90 CV / 66 kW,3,Cambio tipo automático,Rojo
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Feel,10.299 €,Gasolina,09.2017,85.515 km,82 CV / 60 kW,5,Cambio tipo manual,Rojo
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 Advance BlueMotion,7.799 €,Gasolina,03.2012,85.985 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Renault Scenic, ","Renault Scenic, ",1.5 dCi BOSE EDC ,13.099 €,Diésel,07.2016,86.101 km,110 CV / 81 kW,5,Cambio tipo automático,Negro
"Citroen C4 Picasso, ","Citroen C4 Picasso, ",1.2 PureTech First,11.599 €,Gasolina,07.2016,86.131 km,110 CV / 81 kW,5,Cambio tipo manual,Negro
"Audi A3, ","Audi A3, ",2.0 TDI S Line Tronic,,Diésel,03.2019,86.558 km,150 CV / 110 kW,5,Cambio tipo automático,Gris
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Feel M,19.799 €,Diésel,07.2019,86.633 km,102 CV / 75 kW,5,Cambio tipo manual,Gris
"Seat León, ","Seat León, ",1.2 TSI Style Connect Plus,11.999 €,Gasolina,08.2016,86.640 km,110 CV / 81 kW,5,Cambio tipo manual,Rojo
"Nissan Qashqai, ","Nissan Qashqai, ",1.6 dCi Acenta,16.599 €,Diésel,03.2016,86.683 km,130 CV / 96 kW,5,Cambio tipo automático,Negro
"Skoda Fabia, ","Skoda Fabia, ",1.2 Ambition,,Gasolina,07.2013,86.871 km,60 CV / 44 kW,5,Cambio tipo manual,Rojo
"Volkswagen Tiguan, ","Volkswagen Tiguan, ",2.0 TDI Sport 4Motion,29.799 €,Diésel,06.2018,86.974 km,240 CV / 176 kW,5,Cambio tipo automático,Gris
"Citroen C4 Picasso, ","Citroen C4 Picasso, ",2.0 Blue-HDi Feel Edition,,Diésel,01.2017,87.026 km,150 CV / 110 kW,5,Cambio tipo manual,Blanco
"Nissan Qashqai, ","Nissan Qashqai, ",1.5 dCi Acenta,,Diésel,07.2019,83.947 km,116 CV / 85 kW,5,Cambio tipo manual,Azul
"Opel Combo, ","Opel Combo, ",1.3 CDTI L1H1,10.399 €,Diésel,10.2015,84.219 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Skoda Fabia, ","Skoda Fabia, ",1.2 Spirit,6.099 €,Gasolina,08.2011,84.241 km,60 CV / 44 kW,5,Cambio tipo manual,Blanco
"Renault Megane, ","Renault Megane, ",1.2 TCe Sport Tourer Zen Energy,14.499 €,Gasolina,08.2018,84.394 km,130 CV / 97 kW,5,Cambio tipo manual,Azul
"Mercedes-Benz Clase E, ","Mercedes-Benz Clase E, ",E 220 d AMG,24.499 €,Diésel,03.2016,84.406 km,170 CV / 125 kW,4,Cambio tipo automático,Azul
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Tonic,7.899 €,Gasolina,04.2015,84.756 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Jeep Renegade, ","Jeep Renegade, ",1.6 Sport FWD,15.099 €,Gasolina,08.2017,84.816 km,110 CV / 81 kW,5,Cambio tipo manual,Negro
"Renault Grand Scenic, ","Renault Grand Scenic, ",1.2 TCe Intens,15.499 €,Gasolina,04.2017,84.933 km,132 CV / 97 kW,5,Cambio tipo manual,Azul
"Hyundai i20, ","Hyundai i20, ",1.0 TGDI Tecno,12.699 €,Gasolina,01.2019,84.990 km,100 CV / 74 kW,5,Cambio tipo automático,Negro
"Seat León, ","Seat León, ",1.5 TSI FR Edition,18.899 €,Gasolina,05.2019,85.152 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"Ford Tourneo Courier, ","Ford Tourneo Courier, ",1.0 EcoBoost Titanium,,Gasolina,09.2016,85.212 km,100 CV / 74 kW,5,Cambio tipo manual,Gris
"Ford Tourneo Courier, ","Ford Tourneo Courier, ",1.0 Ecoboost Titanium,12.799 €,Gasolina,01.2018,85.412 km,100 CV / 74 kW,5,Cambio tipo manual,Blanco
"Seat León, ","Seat León, ",1.2 TSI Style,,Gasolina,01.2018,85.412 km,110 CV / 81 kW,5,Cambio tipo manual,Azul
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Advance BlueMotion,10.799 €,Gasolina,06.2014,85.457 km,90 CV / 66 kW,3,Cambio tipo automático,Rojo
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Feel,10.299 €,Gasolina,09.2017,85.515 km,82 CV / 60 kW,5,Cambio tipo manual,Rojo
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 Advance BlueMotion,7.799 €,Gasolina,03.2012,85.985 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Renault Scenic, ","Renault Scenic, ",1.5 dCi BOSE EDC ,13.099 €,Diésel,07.2016,86.101 km,110 CV / 81 kW,5,Cambio tipo automático,Negro
"Citroen C4 Picasso, ","Citroen C4 Picasso, ",1.2 PureTech First,11.599 €,Gasolina,07.2016,86.131 km,110 CV / 81 kW,5,Cambio tipo manual,Negro
"Audi A3, ","Audi A3, ",2.0 TDI S Line Tronic,,Diésel,03.2019,86.558 km,150 CV / 110 kW,5,Cambio tipo automático,Gris
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Feel M,19.799 €,Diésel,07.2019,86.633 km,102 CV / 75 kW,5,Cambio tipo manual,Gris
"Seat León, ","Seat León, ",1.2 TSI Style Connect Plus,11.999 €,Gasolina,08.2016,86.640 km,110 CV / 81 kW,5,Cambio tipo manual,Rojo
"Nissan Qashqai, ","Nissan Qashqai, ",1.6 dCi Acenta,16.599 €,Diésel,03.2016,86.683 km,130 CV / 96 kW,5,Cambio tipo automático,Negro
"Skoda Fabia, ","Skoda Fabia, ",1.2 Ambition,,Gasolina,07.2013,86.871 km,60 CV / 44 kW,5,Cambio tipo manual,Rojo
"Volkswagen Tiguan, ","Volkswagen Tiguan, ",2.0 TDI Sport 4Motion,29.799 €,Diésel,06.2018,86.974 km,240 CV / 176 kW,5,Cambio tipo automático,Gris
"Citroen C4 Picasso, ","Citroen C4 Picasso, ",2.0 Blue-HDi Feel Edition,,Diésel,01.2017,87.026 km,150 CV / 110 kW,5,Cambio tipo manual,Blanco
"MINI MINI, ","MINI MINI, ",Cooper S,,Gasolina,03.2017,87.029 km,192 CV / 141 kW,5,Cambio tipo automático,Naranja
"Peugeot 3008, ","Peugeot 3008, ",1.2 PureTech Allure,18.399 €,Gasolina,03.2017,87.230 km,130 CV / 96 kW,5,Cambio tipo manual,Gris
"Audi A1, ","Audi A1, ",1.6 TDI Attraction,14.699 €,Diésel,05.2015,87.448 km,115 CV / 85 kW,5,Cambio tipo manual,Rojo
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Active,,Gasolina,02.2020,87.638 km,101 CV / 74 kW,5,Cambio tipo manual,Negro
"Land Rover Discovery Sport, ","Land Rover Discovery Sport, ",2.0 Td4 HSE,25.399 €,Diésel,08.2018,87.851 km,150 CV / 110 kW,5,Cambio tipo automático,Blanco
"Ford Grand C-Max, ","Ford Grand C-Max, ",1.5 EcoBoost Titanium,13.999 €,Gasolina,07.2015,87.901 km,150 CV / 110 kW,5,Cambio tipo manual,Rojo
"Ssangyong Korando, ","Ssangyong Korando, ",2.0 TD Limited Plus 4x2,9.999 €,Diésel,06.2012,87.954 km,175 CV / 129 kW,5,Cambio tipo manual,Gris
"Mitsubishi ASX, ","Mitsubishi ASX, ",1.6 Motion 2WD,14.699 €,Gasolina,06.2018,87.984 km,117 CV / 86 kW,5,Cambio tipo manual,Rojo
"Renault Captur, ","Renault Captur, ",0.9 Energy Zen,,Gasolina,06.2015,88.007 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Seat Ibiza, ","Seat Ibiza, ",1.2 Reference I-Tech 30 Aniversario,7.999 €,Gasolina,09.2014,88.147 km,70 CV / 51 kW,5,Cambio tipo manual,Blanco
"Kia Carens, ","Kia Carens, ",1.6 GDI Concept,,Gasolina,07.2018,88.260 km,135 CV / 99 kW,5,Cambio tipo manual,Azul
"Nissan Qashqai, ","Nissan Qashqai, ",1.5 dCi N-Connecta,17.699 €,Diésel,10.2018,88.279 km,116 CV / 85 kW,5,Cambio tipo manual,Gris
"Ford Ka, ","Ford Ka, ",1.2 Trend,,Gasolina,07.2014,88.383 km,70 CV / 51 kW,3,Cambio tipo manual,Rojo
"Seat Ibiza, ","Seat Ibiza, ",1.0 TSI FR Plus,,Gasolina,02.2019,88.398 km,116 CV / 85 kW,5,Cambio tipo manual,Negro
"Citroen DS4 Crossback, ","Citroen DS4 Crossback, ",1.2 PureTech Connected Chic,15.099 €,Gasolina,01.2018,88.555 km,130 CV / 96 kW,5,Cambio tipo manual,Rojo
"Nissan Note, ","Nissan Note, ",1.2 Acenta,,Gasolina,03.2016,88.576 km,80 CV / 59 kW,5,Cambio tipo manual,Blanco
"Renault Megane, ","Renault Megane, ",1.2 TCe Energy Zen,12.199 €,Gasolina,06.2016,88.601 km,132 CV / 97 kW,5,Cambio tipo manual,Gris
"Seat Ibiza, ","Seat Ibiza, ",1.0 TSI Style,11.699 €,Gasolina,08.2017,88.825 km,95 CV / 70 kW,5,Cambio tipo manual,Azul
"Renault Grand Scenic, ","Renault Grand Scenic, ",1.2 TCe  Zen,15.999 €,Gasolina,07.2017,89.082 km,132 CV / 97 kW,5,Cambio tipo manual,Negro
"Volkswagen Polo, ","Volkswagen Polo, ",1.4 Advance,,Gasolina,05.2011,89.173 km,86 CV / 63 kW,5,Cambio tipo manual,Rojo
"Ford Grand C-Max, ","Ford Grand C-Max, ",1.0 EcoBoost Trend,,Gasolina,07.2017,89.260 km,125 CV / 92 kW,5,Cambio tipo manual,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.3 100 Active,10.799 €,Gasolina,12.2016,89.602 km,100 CV / 73 kW,5,Cambio tipo manual,Gris
"Seat Alhambra, ","Seat Alhambra, ",1.4 TSI Start&Stop Style,,Gasolina,11.2011,89.639 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"Renault Megane, ","Renault Megane, ",1.5 dCi S.T GT-Style,10.899 €,Diésel,03.2015,89.642 km,110 CV / 81 kW,5,Cambio tipo manual,Azul
"Peugeot Traveller, ","Peugeot Traveller, ",2.0 Blue-HDi Business Standard,26.999 €,Diésel,07.2018,89.713 km,150 CV / 110 kW,4,Cambio tipo manual,Plata
"Mitsubishi Eclipse Cross, ","Mitsubishi Eclipse Cross, ",1.5 T-MIVEC Spirit 4WD,22.499 €,Gasolina,07.2020,89.964 km,163 CV / 120 kW,5,Cambio tipo automático,Gris
"Fiat 500, ","Fiat 500, ",1.2 Lounge,,Gasolina,05.2013,89.997 km,70 CV / 51 kW,3,Cambio tipo manual,Gris
"Renault Talisman, ","Renault Talisman, ",1.6 TCe Energy Intens,15.799 €,Gasolina,11.2016,90.031 km,150 CV / 110 kW,4,Cambio tipo automático,Gris
"Opel Combo, ","Opel Combo, ",1.3 CDTI Expression L1H1,10.899 €,Diésel,05.2016,90.045 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Kia cee'd, ","Kia cee'd, ",1.6 CRDi VGT X-Tech,13.999 €,Diésel,12.2016,90.117 km,135 CV / 100 kW,5,Cambio tipo manual,Negro
"Dacia Duster, ","Dacia Duster, ",SL Trotamundos TCE,,Gasolina,06.2017,90.173 km,125 CV / 92 kW,5,Cambio tipo manual,Plata
"BMW X4, ","BMW X4, ",xDrive 20d,25.399 €,Diésel,02.2015,90.296 km,190 CV / 140 kW,5,Cambio tipo automático,Azul
"Opel Mokka, ","Opel Mokka, ",1.6 CDTi Selective,,Diésel,07.2015,90.302 km,135 CV / 100 kW,5,Cambio tipo manual,Negro
"BMW Serie 2, ","BMW Serie 2, ",218d Gran Coupe,18.299 €,Diésel,07.2015,90.357 km,150 CV / 110 kW,5,Cambio tipo automático,Dorado
"Peugeot 208, ","Peugeot 208, ",1.0 PureTech Access,7.699 €,Gasolina,04.2016,90.362 km,68 CV / 50 kW,5,Cambio tipo manual,Blanco
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.6 TDI Variant Edition,14.499 €,Diésel,02.2018,90.590 km,115 CV / 85 kW,5,Cambio tipo manual,Gris
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Signature,12.999 €,Gasolina,07.2019,90.624 km,110 CV / 81 kW,5,Cambio tipo automático,Blanco
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Feel Edition,,Gasolina,10.2016,90.762 km,82 CV / 60 kW,5,Cambio tipo manual,Gris
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.5 TSI EVO Advance,18.499 €,Gasolina,10.2019,90.807 km,131 CV / 96 kW,,Cambio tipo automático,Negro
"Peugeot 3008, ","Peugeot 3008, ",1.6 Blue-HDi Active,18.799 €,Diésel,03.2017,90.845 km,120 CV / 88 kW,5,Cambio tipo manual,Gris
"Opel Astra, ","Opel Astra, ",1.7 CDTI Sportive,8.599 €,Diésel,11.2011,90.895 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Opel Corsa, ","Opel Corsa, ",1.2 CMon,6.099 €,Gasolina,06.2011,91.084 km,85 CV / 63 kW,5,Cambio tipo manual,Gris
"Peugeot 5008, ","Peugeot 5008, ",1.6 Blue-HDi GT Line,22.899 €,Diésel,08.2017,91.178 km,120 CV / 88 kW,5,Cambio tipo automático,Gris
"Audi Q5, ","Audi Q5, ",2.0 TDI Ultra Advanced edition,22.999 €,Diésel,12.2016,91.246 km,150 CV / 110 kW,5,Cambio tipo manual,Plata
"Opel Zafira Tourer, ","Opel Zafira Tourer, ",2.0 CDTI Excellence,10.299 €,Diésel,05.2012,91.286 km,165 CV / 121 kW,5,Cambio tipo manual,Gris
"Audi A6, ","Audi A6, ",2.0 TDI Ultra,19.599 €,Diésel,05.2015,91.412 km,190 CV / 140 kW,4,Cambio tipo manual,Negro
"Hyundai i30, ","Hyundai i30, ",1.0 TGDI Klass,12.999 €,Gasolina,06.2017,91.505 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.2 TSI Edition BlueMotion ,,Gasolina,06.2015,91.604 km,105 CV / 77 kW,5,Cambio tipo manual,Gris
"Audi A5 Sportback, ","Audi A5 Sportback, ",2.0 TDI S Line Edition,22.299 €,Diésel,09.2016,91.892 km,190 CV / 140 kW,5,Cambio tipo manual,Negro
"Toyota Yaris, ","Toyota Yaris, ",1.33 Dual VVT-i Active,9.099 €,Gasolina,01.2014,91.905 km,100 CV / 73 kW,5,Cambio tipo manual,Blanco
"Mercedes-Benz Clase A, ","Mercedes-Benz Clase A, ",A 200,25.899 €,Gasolina,10.2018,91.921 km,163 CV / 120 kW,5,Cambio tipo automático,Blanco
"Peugeot 308, ","Peugeot 308, ",2.0 Blue-HDi Allure,13.699 €,Diésel,05.2016,92.315 km,150 CV / 110 kW,5,Cambio tipo manual,Negro
"Citroen C4 Grand Picasso, ","Citroen C4 Grand Picasso, ",1.6 Blue-HDi Feel,15.399 €,Diésel,05.2017,92.427 km,120 CV / 88 kW,5,Cambio tipo manual,Rojo
"Mercedes-Benz Clase A, ","Mercedes-Benz Clase A, ",A 180 Urban,17.399 €,Gasolina,12.2016,92.591 km,122 CV / 90 kW,5,Cambio tipo manual,Negro
"Audi A4, ","Audi A4, ",2.0 TDI Advanced Edition,,Diésel,07.2016,92.792 km,150 CV / 110 kW,5,Cambio tipo automático,Blanco
"Mitsubishi ASX, ","Mitsubishi ASX, ",1.6 DI-D Motion,,Diésel,07.2015,92.864 km,115 CV / 84 kW,5,Cambio tipo manual,Rojo
"Citroen Berlingo, ","Citroen Berlingo, ",1.6 Blue-HDi Live Talla M,13.999 €,Diésel,02.2019,92.879 km,100 CV / 73 kW,4,Cambio tipo manual,Blanco
"Alfa Romeo Giulietta, ","Alfa Romeo Giulietta, ",1.6 JTDM Distinctive,10.999 €,Diésel,06.2015,92.884 km,105 CV / 77 kW,5,Cambio tipo manual,Blanco
"Seat León, ","Seat León, ",2.0 TDI FR,17.299 €,Diésel,08.2017,93.113 km,150 CV / 110 kW,3,Cambio tipo manual,Azul
"BMW Serie 2, ","BMW Serie 2, ",220i Active Tourer Advantage,17.899 €,Gasolina,02.2016,93.254 km,192 CV / 141 kW,5,Cambio tipo automático,Azul
"Peugeot 2008, ","Peugeot 2008, ",1.2 PureTech Style,12.999 €,Gasolina,06.2018,93.324 km,82 CV / 60 kW,5,Cambio tipo manual,Gris
"Audi A1, ","Audi A1, ",1.6 TDI Adrenalin,14.499 €,Diésel,02.2017,93.333 km,115 CV / 85 kW,5,Cambio tipo manual,Azul
"Jeep Compass, ","Jeep Compass, ",2.0 M-Jet Limited 4WD,,Diésel,09.2017,93.394 km,140 CV / 103 kW,5,Cambio tipo manual,Gris
"Citroen C-Elysée, ","Citroen C-Elysée, ",1.6 HDi Seduction,7.299 €,Diésel,06.2015,93.453 km,92 CV / 68 kW,4,Cambio tipo manual,Gris
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Feel XL,20.099 €,Diésel,03.2019,93.754 km,102 CV / 75 kW,5,Cambio tipo manual,Gris
"Peugeot 5008, ","Peugeot 5008, ",2.0 Blue-HDi GT Line,,Diésel,07.2017,93.814 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"BMW Serie 4, ","BMW Serie 4, ",420d Gran Coupé Luxury Line,22.299 €,Diésel,07.2016,94.030 km,190 CV / 140 kW,4,Cambio tipo automático,Azul
"Opel Adam, ","Opel Adam, ",1.4 XER Glam ecoFlex,,Gasolina,07.2018,94.092 km,100 CV / 74 kW,3,Cambio tipo manual,Blanco
"Jeep Renegade, ","Jeep Renegade, ",2.0 M-Jet Longitude 4WD,15.599 €,Diésel,09.2015,94.428 km,120 CV / 88 kW,5,Cambio tipo manual,Rojo
"Nissan Note, ","Nissan Note, ",1.2 Naru Edition,8.899 €,Gasolina,01.2016,94.459 km,80 CV / 59 kW,5,Cambio tipo manual,Negro
"Lexus IS-Serie, ","Lexus IS-Serie, ",300h,,Híbrido,06.2014,94.610 km,180 CV / 133 kW,4,Cambio tipo automático,Gris
"Seat Ibiza, ","Seat Ibiza, ",1.2 TSI Style,9.999 €,Gasolina,06.2017,94.645 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Peugeot 2008, ","Peugeot 2008, ",1.6 Blue-HDi Allure,15.599 €,Diésel,04.2018,94.674 km,120 CV / 88 kW,5,Cambio tipo manual,Rojo
"Citroen C4, ","Citroen C4, ",1.6 VTi Seduction,,Gasolina,11.2011,94.724 km,120 CV / 88 kW,5,Cambio tipo manual,Azul
"Opel Insignia, ","Opel Insignia, ",2.0 CDTI Selective,,Diésel,02.2014,94.912 km,120 CV / 88 kW,5,Cambio tipo manual,Marrón
"Peugeot Partner, ","Peugeot Partner, ",1.6 Blue-HDi Tepee Style,14.199 €,Diésel,03.2017,95.002 km,100 CV / 73 kW,5,Cambio tipo manual,Blanco
"Peugeot Partner, ","Peugeot Partner, ",1.6 Blue-HDi Tepee Style,14.199 €,Diésel,03.2017,95.002 km,100 CV / 73 kW,5,Cambio tipo manual,Blanco
"Hyundai Tucson, ","Hyundai Tucson, ",2.0 CRDi Go Sky 4x2,19.199 €,Diésel,05.2018,95.015 km,135 CV / 100 kW,5,Cambio tipo manual,Blanco
"Dacia Duster II, ","Dacia Duster II, ",1.5 dCi Ambiance,13.999 €,Diésel,07.2018,95.163 km,110 CV / 80 kW,5,Cambio tipo manual,Gris
"Kia Stonic, ","Kia Stonic, ",1.2 Drive,13.199 €,Gasolina,05.2019,95.214 km,85 CV / 62 kW,5,Cambio tipo manual,Gris
"Volkswagen Polo, ","Volkswagen Polo, ",1.6 TDI Advance,8.999 €,Diésel,06.2013,95.805 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Kia cee'd, ","Kia cee'd, ",1.4 X-Tech,12.599 €,Gasolina,05.2018,95.860 km,100 CV / 73 kW,5,Cambio tipo manual,Blanco
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Advance BlueMotion,11.999 €,Gasolina,08.2016,96.003 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Mitsubishi ASX, ","Mitsubishi ASX, ",1.6 MPI Motion 2WD,,Gasolina,04.2017,96.073 km,117 CV / 86 kW,5,Cambio tipo manual,Rojo
"BMW Serie 3, ","BMW Serie 3, ",318d,18.199 €,Diésel,03.2017,96.108 km,150 CV / 110 kW,4,Cambio tipo manual,Gris
"Fiat 500, ","Fiat 500, ",1.2 Lounge,9.099 €,Gasolina,11.2017,96.350 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Nissan X-Trail, ","Nissan X-Trail, ",1.6 dCi Tekna,,Diésel,07.2017,96.398 km,130 CV / 96 kW,5,Cambio tipo automático,Gris
"Toyota Auris Touring Sports, ","Toyota Auris Touring Sports, ",1.6 Active,11.699 €,Gasolina,05.2015,96.436 km,132 CV / 97 kW,5,Cambio tipo manual,Blanco
"Volkswagen T-Roc, ","Volkswagen T-Roc, ",1.6 TDI Advance,,Diésel,02.2019,96.526 km,116 CV / 85 kW,5,Cambio tipo manual,Blanco
